area_alph,area,Mean.totalDensity,Median.totalDensity,SD.totalDensity,lower95,upper95,year.numb,year,N.obs.Area,Species,oldArea
A,1,0.025069401,0.000601104,0.526461409,1.75E-05,0.028383706,14,2015,2091,Limanda.aspera,1
A,1,0.001272406,0.000888182,0.001505611,0.000206708,0.004574548,1,1984,2091,Podothecus.accipenserinus,1
A,1,0.000903706,0.000633939,0.001100173,0.00014535,0.003195711,2,1987,2091,Podothecus.accipenserinus,1
A,1,0.000693414,0.000426439,0.001143976,8.38E-05,0.002730888,3,1990,2091,Podothecus.accipenserinus,1
A,1,0.000574221,0.000347035,0.000935581,5.58E-05,0.002487203,4,1993,2091,Podothecus.accipenserinus,1
A,1,0.000362146,0.000230832,0.000451821,4.08E-05,0.001582647,5,1996,2091,Podothecus.accipenserinus,1
A,1,0.00075013,0.0004608,0.001117061,8.47E-05,0.003049179,6,1999,2091,Podothecus.accipenserinus,1
A,1,0.000384901,0.000223659,0.000595639,3.71E-05,0.00146684,7,2001,2091,Podothecus.accipenserinus,1
A,1,0.000582387,0.000334911,0.00111166,5.30E-05,0.002570269,8,2003,2091,Podothecus.accipenserinus,1
A,1,0.000220531,0.000119575,0.000360288,1.52E-05,0.001043922,9,2005,2091,Podothecus.accipenserinus,1
A,1,0.000209659,0.000108319,0.000333927,1.61E-05,0.001055797,10,2007,2091,Podothecus.accipenserinus,1
A,1,0.000854063,0.000471596,0.00155022,8.51E-05,0.003671031,11,2009,2091,Podothecus.accipenserinus,1
A,1,0.000278842,0.000140118,0.0005711,1.82E-05,0.00141071,12,2011,2091,Podothecus.accipenserinus,1
A,1,0.000279072,0.00013627,0.000498176,2.20E-05,0.001418058,13,2013,2091,Podothecus.accipenserinus,1
A,1,0.000577549,0.000272972,0.00114609,3.85E-05,0.002815051,14,2015,2091,Podothecus.accipenserinus,1
A,1,0.167200269,0.159126128,0.05564441,0.080158536,0.293564398,1,1984,2091,Oncorhynchus.tshawytscha,1
A,1,0.274126758,0.265596286,0.069288293,0.163403557,0.417039468,2,1987,2091,Oncorhynchus.tshawytscha,1
A,1,0.064814986,0.058035714,0.031653444,0.024894936,0.146838796,3,1990,2091,Oncorhynchus.tshawytscha,1
A,1,0.084397526,0.078760813,0.033547318,0.035195949,0.161365372,4,1993,2091,Oncorhynchus.tshawytscha,1
A,1,0.061300605,0.05268504,0.034952522,0.018493723,0.143447036,5,1996,2091,Oncorhynchus.tshawytscha,1
A,1,0.06936157,0.058839047,0.04053411,0.021196266,0.170800448,6,1999,2091,Oncorhynchus.tshawytscha,1
A,1,0.094731751,0.082879056,0.050624855,0.033198732,0.229445282,7,2001,2091,Oncorhynchus.tshawytscha,1
A,1,0.146189381,0.133184906,0.067650375,0.05681504,0.304681479,8,2003,2091,Oncorhynchus.tshawytscha,1
A,1,0.161684248,0.149143465,0.074683616,0.061233237,0.348243374,9,2005,2091,Oncorhynchus.tshawytscha,1
A,1,0.077366313,0.068292844,0.043171395,0.024556253,0.174646112,10,2007,2091,Oncorhynchus.tshawytscha,1
A,1,0.054036025,0.047231054,0.029712288,0.01703313,0.130897104,11,2009,2091,Oncorhynchus.tshawytscha,1
A,1,0.069056265,0.062450189,0.035749606,0.021737024,0.158875464,12,2011,2091,Oncorhynchus.tshawytscha,1
A,1,0.032493792,0.026231905,0.025398424,0.006866565,0.096542151,13,2013,2091,Oncorhynchus.tshawytscha,1
A,1,0.101288624,0.092398814,0.045027012,0.041242057,0.21221467,14,2015,2091,Oncorhynchus.tshawytscha,1
A,1,0.010313869,0.0063831,0.015059769,0.001325978,0.040285918,1,1984,2091,Pleuronectes.quadrituberculatus,1
A,1,0.007277733,0.004761489,0.010416642,0.00100986,0.027486673,2,1987,2091,Pleuronectes.quadrituberculatus,1
A,1,0.006637389,0.004168576,0.008882784,0.000944249,0.026079626,3,1990,2091,Pleuronectes.quadrituberculatus,1
A,1,0.006519678,0.003995994,0.00877362,0.000949679,0.027700402,4,1993,2091,Pleuronectes.quadrituberculatus,1
A,1,0.005895673,0.003784853,0.009099997,0.000819395,0.022773505,5,1996,2091,Pleuronectes.quadrituberculatus,1
A,1,0.0060514,0.0040678,0.008067341,0.000832406,0.021426282,6,1999,2091,Pleuronectes.quadrituberculatus,1
A,1,0.005418287,0.003570993,0.006839448,0.000662105,0.021223361,7,2001,2091,Pleuronectes.quadrituberculatus,1
A,1,0.006473406,0.003940831,0.009012159,0.000793345,0.026780923,8,2003,2091,Pleuronectes.quadrituberculatus,1
A,1,0.006692834,0.004162106,0.008815005,0.000942696,0.031565524,9,2005,2091,Pleuronectes.quadrituberculatus,1
A,1,0.00542318,0.003222079,0.007484377,0.000651355,0.024068587,10,2007,2091,Pleuronectes.quadrituberculatus,1
A,1,0.004839755,0.002845186,0.007570659,0.000547234,0.022185638,11,2009,2091,Pleuronectes.quadrituberculatus,1
A,1,0.004341001,0.002475875,0.006853312,0.000481845,0.020400898,12,2011,2091,Pleuronectes.quadrituberculatus,1
A,1,0.004121547,0.002331387,0.00818232,0.000419732,0.017302511,13,2013,2091,Pleuronectes.quadrituberculatus,1
A,1,0.003967436,0.002264922,0.007968834,0.000346032,0.015353865,14,2015,2091,Pleuronectes.quadrituberculatus,1
A,1,1.78E-05,1.05E-05,2.57E-05,9.85E-07,8.03E-05,1,1984,2091,Myctophidae,1
A,1,1.53E-05,6.95E-06,2.81E-05,4.86E-07,7.66E-05,2,1987,2091,Myctophidae,1
A,1,6.70E-05,3.52E-05,0.000110753,4.12E-06,0.00034811,3,1990,2091,Myctophidae,1
A,1,0.000238649,0.000162417,0.000236274,2.69E-05,0.000903891,4,1993,2091,Myctophidae,1
A,1,0.000674999,0.000508512,0.000547078,0.000134651,0.002165358,5,1996,2091,Myctophidae,1
A,1,0.000838256,0.000629102,0.00075524,0.000178178,0.002765923,6,1999,2091,Myctophidae,1
A,1,0.000241458,0.000174088,0.00023287,2.90E-05,0.000838651,7,2001,2091,Myctophidae,1
A,1,0.000594528,0.000468742,0.000472753,0.000109992,0.001925318,8,2003,2091,Myctophidae,1
A,1,0.000993666,0.000759417,0.000878153,0.000201479,0.003295885,9,2005,2091,Myctophidae,1
A,1,5.44E-05,3.95E-05,5.29E-05,6.01E-06,0.000191094,10,2007,2091,Myctophidae,1
A,1,3.32E-05,2.03E-05,4.60E-05,2.69E-06,0.000135631,11,2009,2091,Myctophidae,1
A,1,3.64E-05,2.03E-05,4.77E-05,2.55E-06,0.000162234,12,2011,2091,Myctophidae,1
A,1,1.74E-05,7.23E-06,3.29E-05,6.02E-07,9.32E-05,13,2013,2091,Myctophidae,1
A,1,2.50E-05,1.03E-05,5.53E-05,7.29E-07,0.000148725,14,2015,2091,Myctophidae,1
A,1,0.100219023,0.009332079,1.555146758,0.000610598,0.269085962,1,1984,2091,Sebastes.proriger,1
A,1,0.066528751,0.009225266,0.750187743,0.000607999,0.253269774,2,1987,2091,Sebastes.proriger,1
A,1,0.050421396,0.008168635,0.439042386,0.000578912,0.259551309,3,1990,2091,Sebastes.proriger,1
A,1,0.036963622,0.00900014,0.132836197,0.000589376,0.239148314,4,1993,2091,Sebastes.proriger,1
A,1,0.035783973,0.00910417,0.109622946,0.000602398,0.263097107,5,1996,2091,Sebastes.proriger,1
A,1,0.034163634,0.009520772,0.089718031,0.0006273,0.229777191,6,1999,2091,Sebastes.proriger,1
A,1,0.044615168,0.008559312,0.273868423,0.000521912,0.242374847,7,2001,2091,Sebastes.proriger,1
A,1,0.034196684,0.007217037,0.132167828,0.000439699,0.19996299,8,2003,2091,Sebastes.proriger,1
A,1,0.04275645,0.00881963,0.208829354,0.000584517,0.261013181,9,2005,2091,Sebastes.proriger,1
A,1,0.047873103,0.007808904,0.38682995,0.000484025,0.254408318,10,2007,2091,Sebastes.proriger,1
A,1,0.034354907,0.007298926,0.139216282,0.000499447,0.225766056,11,2009,2091,Sebastes.proriger,1
A,1,0.046799565,0.007339634,0.562804741,0.000434794,0.197749911,12,2011,2091,Sebastes.proriger,1
A,1,0.040231929,0.008087844,0.356389042,0.000528135,0.169294864,13,2013,2091,Sebastes.proriger,1
A,1,0.03376504,0.007997137,0.172466238,0.000494821,0.174305587,14,2015,2091,Sebastes.proriger,1
A,1,0.386868496,0.329022592,0.31868957,0.12977047,0.890226136,1,1984,2091,Dusky.and.Dark.Rockfish,1
A,1,1.360507093,1.250908373,0.595855381,0.581565075,2.794240191,2,1987,2091,Dusky.and.Dark.Rockfish,1
A,1,0.818202408,0.616096885,0.660991336,0.195768564,2.604675136,3,1990,2091,Dusky.and.Dark.Rockfish,1
A,1,0.958532416,0.825659822,0.528216613,0.333737404,2.411022507,4,1993,2091,Dusky.and.Dark.Rockfish,1
A,1,5.505029849,5.055109944,2.394621847,2.184872192,11.20617038,5,1996,2091,Dusky.and.Dark.Rockfish,1
A,1,1.22365416,1.076649664,0.666497789,0.456665578,2.955526909,6,1999,2091,Dusky.and.Dark.Rockfish,1
A,1,1.548283395,1.17050744,1.308384583,0.32990153,4.74776573,7,2001,2091,Dusky.and.Dark.Rockfish,1
A,1,6.380918457,5.401599585,4.237120469,2.039692582,16.17345507,8,2003,2091,Dusky.and.Dark.Rockfish,1
A,1,5.84305546,5.333975354,2.455256898,2.439982528,11.55836973,9,2005,2091,Dusky.and.Dark.Rockfish,1
A,1,19.63915981,16.56588096,13.4916128,5.201061298,52.3488748,10,2007,2091,Dusky.and.Dark.Rockfish,1
A,1,4.390597028,3.794961914,2.696190763,1.368800988,10.82626799,11,2009,2091,Dusky.and.Dark.Rockfish,1
A,1,1.447706644,0.97691503,1.494995329,0.278629639,5.74087711,12,2011,2091,Dusky.and.Dark.Rockfish,1
A,1,4.930676255,4.32412802,2.969899682,1.650215142,11.05357244,13,2013,2091,Dusky.and.Dark.Rockfish,1
A,1,6.404229089,5.232974743,5.197675902,1.904132284,16.88803365,14,2015,2091,Dusky.and.Dark.Rockfish,1
A,1,0.117728169,0.109724241,0.045281675,0.053074726,0.219736274,1,1984,2091,Rougheye.and.Blackspotted.Rockfish,1
A,1,0.116360912,0.111280094,0.035452737,0.063224303,0.204384802,2,1987,2091,Rougheye.and.Blackspotted.Rockfish,1
A,1,0.078434696,0.073692968,0.026762682,0.039800875,0.13812919,3,1990,2091,Rougheye.and.Blackspotted.Rockfish,1
A,1,0.100698939,0.094287197,0.03724383,0.049945055,0.18844091,4,1993,2091,Rougheye.and.Blackspotted.Rockfish,1
A,1,0.08329089,0.077404086,0.030689957,0.040132434,0.158331286,5,1996,2091,Rougheye.and.Blackspotted.Rockfish,1
A,1,0.049333596,0.045422811,0.021211388,0.021109518,0.099543352,6,1999,2091,Rougheye.and.Blackspotted.Rockfish,1
A,1,0.052030677,0.046780414,0.023833314,0.021358019,0.107308785,7,2001,2091,Rougheye.and.Blackspotted.Rockfish,1
A,1,0.063464323,0.057522507,0.027313043,0.028775933,0.132847848,8,2003,2091,Rougheye.and.Blackspotted.Rockfish,1
A,1,0.055599526,0.050707788,0.024318771,0.023901766,0.116668692,9,2005,2091,Rougheye.and.Blackspotted.Rockfish,1
A,1,0.043297013,0.03912647,0.020441457,0.017180348,0.094050343,10,2007,2091,Rougheye.and.Blackspotted.Rockfish,1
A,1,0.036063166,0.033189951,0.016115548,0.014642015,0.075280382,11,2009,2091,Rougheye.and.Blackspotted.Rockfish,1
A,1,0.040950259,0.03795656,0.017892666,0.016547723,0.083081777,12,2011,2091,Rougheye.and.Blackspotted.Rockfish,1
A,1,0.036429748,0.032982145,0.016350378,0.014819965,0.076615176,13,2013,2091,Rougheye.and.Blackspotted.Rockfish,1
A,1,0.033202985,0.030162174,0.014724025,0.013452512,0.07224321,14,2015,2091,Rougheye.and.Blackspotted.Rockfish,1
B,2,48.94124786,45.51506263,16.16879389,25.90495397,89.78785748,1,1984,534,Atheresthes.stomias,2
B,2,59.75278314,56.432689,19.61758325,32.08540171,105.8741545,2,1987,534,Atheresthes.stomias,2
B,2,128.7339654,123.0336617,36.21172287,74.45576916,208.9389675,3,1990,534,Atheresthes.stomias,2
B,2,83.99885207,81.61734707,19.10134308,53.48116838,125.5069991,4,1993,534,Atheresthes.stomias,2
B,2,90.23796101,87.12094806,21.60808834,57.27975771,142.7218152,5,1996,534,Atheresthes.stomias,2
B,2,89.64526535,85.81262246,26.64680853,51.28045227,153.1386061,6,1999,534,Atheresthes.stomias,2
B,2,109.0589998,104.9491884,30.7718731,62.21256104,180.8544423,7,2001,534,Atheresthes.stomias,2
B,2,64.27156578,62.69458719,16.16763724,37.9325146,100.1343974,8,2003,534,Atheresthes.stomias,2
B,2,82.14802956,79.08258463,21.07713376,50.43927951,133.2085918,9,2005,534,Atheresthes.stomias,2
B,2,134.2766429,127.8560223,35.24142426,80.59274034,218.0163777,10,2007,534,Atheresthes.stomias,2
B,2,82.78757697,81.38241658,16.08394566,57.40122892,121.7822063,11,2009,534,Atheresthes.stomias,2
B,2,59.44129855,58.20843691,10.75702574,41.78982449,84.30466923,12,2011,534,Atheresthes.stomias,2
B,2,35.40016764,34.44900892,7.724735431,22.95113154,52.85960527,13,2013,534,Atheresthes.stomias,2
B,2,39.69679113,38.7638763,8.070520034,26.59018095,58.05493044,14,2015,534,Atheresthes.stomias,2
B,2,23.88792283,23.69547028,3.646539246,17.97466663,31.50546986,1,1984,534,Hippoglossus.stenolepis,2
B,2,22.37031335,22.04777267,3.18611124,16.98233323,29.40856992,2,1987,534,Hippoglossus.stenolepis,2
B,2,17.62945248,17.39838406,2.883033644,12.91586099,24.02822149,3,1990,534,Hippoglossus.stenolepis,2
B,2,20.55880567,20.41252927,2.944199926,15.44796762,26.72239718,4,1993,534,Hippoglossus.stenolepis,2
B,2,30.43642931,30.1543063,4.257559086,23.06318339,39.49694831,5,1996,534,Hippoglossus.stenolepis,2
B,2,35.69733212,35.33087706,4.970323705,27.27333183,46.96321874,6,1999,534,Hippoglossus.stenolepis,2
B,2,22.55454375,22.21003894,3.27780916,16.75064087,30.01228801,7,2001,534,Hippoglossus.stenolepis,2
B,2,26.45429606,26.27606069,3.502493063,19.87281299,33.87013469,8,2003,534,Hippoglossus.stenolepis,2
B,2,25.81966512,25.72167098,3.669695144,19.29596193,33.29963054,9,2005,534,Hippoglossus.stenolepis,2
B,2,19.3769556,19.2685614,2.8671537,14.40721844,25.69988431,10,2007,534,Hippoglossus.stenolepis,2
B,2,21.66391323,21.45906477,3.143970279,16.19388427,28.40389608,11,2009,534,Hippoglossus.stenolepis,2
B,2,16.51473508,16.34672727,2.13243206,12.88038058,21.19836056,12,2011,534,Hippoglossus.stenolepis,2
B,2,11.54158295,11.47919763,1.702277312,8.485950499,15.07022846,13,2013,534,Hippoglossus.stenolepis,2
B,2,15.34652359,15.11002161,2.295156015,11.2898074,20.33374295,14,2015,534,Hippoglossus.stenolepis,2
B,2,5.633040713,5.013755604,2.530528352,2.409632284,12.2983155,1,1984,534,Gadus.chalcogrammus,2
B,2,7.344732384,6.363861172,4.084752764,2.606258609,17.67958657,2,1987,534,Gadus.chalcogrammus,2
B,2,10.51172078,9.637652584,4.480333739,4.302304076,20.94554817,3,1990,534,Gadus.chalcogrammus,2
B,2,12.6938988,11.07143576,7.198234737,4.541705959,31.3891584,4,1993,534,Gadus.chalcogrammus,2
B,2,90.3641471,83.33269288,41.16084059,34.85476604,197.8993697,5,1996,534,Gadus.chalcogrammus,2
B,2,6.503650357,5.807084295,3.065577741,2.536025532,14.62694757,6,1999,534,Gadus.chalcogrammus,2
B,2,3.328415464,3.022157918,1.45841919,1.324279461,7.006566928,7,2001,534,Gadus.chalcogrammus,2
B,2,0.718548804,0.63050923,0.404031006,0.234463159,1.820345521,8,2003,534,Gadus.chalcogrammus,2
B,2,0.492571228,0.425667669,0.269022191,0.181808911,1.203332253,9,2005,534,Gadus.chalcogrammus,2
B,2,2.068695397,1.797277999,1.050293029,0.8087661,4.732865913,10,2007,534,Gadus.chalcogrammus,2
B,2,17.90418609,16.34357477,8.004026871,7.576935758,37.67760715,11,2009,534,Gadus.chalcogrammus,2
B,2,4.726252863,4.386391519,1.89447004,2.254967635,9.104573168,12,2011,534,Gadus.chalcogrammus,2
B,2,32.47800316,30.69127886,10.36127499,17.5557508,58.11766305,13,2013,534,Gadus.chalcogrammus,2
B,2,7.629174599,7.230328489,2.648557667,3.740016649,13.99432615,14,2015,534,Gadus.chalcogrammus,2
B,2,28.28869836,27.38911856,6.679969039,18.02839054,43.33691846,1,1984,534,Gadus.macrocephalus,2
B,2,29.52293353,28.80514976,7.742819068,17.5405559,47.48952596,2,1987,534,Gadus.macrocephalus,2
B,2,34.84828219,33.46642613,9.93279125,20.1188469,60.22650157,3,1990,534,Gadus.macrocephalus,2
B,2,25.87049007,25.2396442,6.255285095,16.16476734,40.67763874,4,1993,534,Gadus.macrocephalus,2
B,2,30.97213962,29.96660472,7.355759198,19.09489396,48.30347767,5,1996,534,Gadus.macrocephalus,2
B,2,18.86955903,17.62577715,5.985761825,10.29380209,32.82430994,6,1999,534,Gadus.macrocephalus,2
B,2,10.3292652,9.653794454,3.553077766,5.336717543,18.62402476,7,2001,534,Gadus.macrocephalus,2
B,2,18.24354751,17.5737205,4.712832755,10.78690058,29.677391,8,2003,534,Gadus.macrocephalus,2
B,2,8.30392067,8.094537516,2.077726179,4.929617907,13.06123771,9,2005,534,Gadus.macrocephalus,2
B,2,9.740176464,9.389104372,2.64860109,5.413101859,15.71867274,10,2007,534,Gadus.macrocephalus,2
B,2,33.05721705,31.39161916,9.155593869,19.62659596,54.84012309,11,2009,534,Gadus.macrocephalus,2
B,2,41.94858606,40.13713253,11.48128929,24.66519139,68.3288965,12,2011,534,Gadus.macrocephalus,2
B,2,34.92123511,33.75552959,8.462086504,21.94892481,55.29071639,13,2013,534,Gadus.macrocephalus,2
B,2,8.973067499,8.68637818,2.146693108,5.634570397,14.14237681,14,2015,534,Gadus.macrocephalus,2
B,2,1.269310856,1.169009478,0.507841112,0.605495327,2.48556288,1,1984,534,Glyptocephalus.zachirus,2
B,2,2.448651721,2.31462785,0.762444359,1.378511056,4.383640121,2,1987,534,Glyptocephalus.zachirus,2
B,2,3.837370004,3.682969446,1.035593957,2.180384282,6.197569731,3,1990,534,Glyptocephalus.zachirus,2
B,2,4.689673235,4.565848652,1.112652659,2.908639429,7.06245053,4,1993,534,Glyptocephalus.zachirus,2
B,2,2.751221188,2.654982831,0.716977921,1.658382579,4.351520117,5,1996,534,Glyptocephalus.zachirus,2
B,2,1.792192353,1.731292613,0.455329882,1.074239111,2.840761052,6,1999,534,Glyptocephalus.zachirus,2
B,2,2.38661465,2.318831986,0.608199778,1.399397077,3.786672024,7,2001,534,Glyptocephalus.zachirus,2
B,2,3.175556071,3.067615285,0.808438835,1.922688307,5.025801543,8,2003,534,Glyptocephalus.zachirus,2
B,2,4.182221601,4.048527506,0.910971101,2.740202858,6.127010032,9,2005,534,Glyptocephalus.zachirus,2
B,2,5.40496266,5.300591797,1.17107364,3.559637002,7.858845107,10,2007,534,Glyptocephalus.zachirus,2
B,2,5.740922054,5.532153052,1.298705283,3.764281459,8.844521298,11,2009,534,Glyptocephalus.zachirus,2
B,2,4.942123802,4.804483825,1.12498032,3.182278449,7.709913384,12,2011,534,Glyptocephalus.zachirus,2
B,2,4.587682731,4.479397748,1.021088123,2.908741681,6.722564541,13,2013,534,Glyptocephalus.zachirus,2
B,2,4.517263755,4.368876409,1.096236539,2.791703021,6.984451996,14,2015,534,Glyptocephalus.zachirus,2
B,2,5.271927837,4.93811208,1.707307999,2.730384919,9.424485369,1,1984,534,Hippoglossoides.elassodon,2
B,2,3.991413031,3.777174804,1.25529989,2.207688602,7.0586773,2,1987,534,Hippoglossoides.elassodon,2
B,2,5.624899532,5.370217348,1.641405352,3.294276955,9.368602529,3,1990,534,Hippoglossoides.elassodon,2
B,2,5.787327138,5.560933584,1.487093431,3.447180642,9.206145876,4,1993,534,Hippoglossoides.elassodon,2
B,2,6.321700606,6.098209783,1.683003265,3.821901709,10.50291501,5,1996,534,Hippoglossoides.elassodon,2
B,2,3.807608063,3.648218989,1.031372604,2.251996971,6.25935109,6,1999,534,Hippoglossoides.elassodon,2
B,2,4.789455985,4.664961302,1.211846621,2.794817397,7.427203279,7,2001,534,Hippoglossoides.elassodon,2
B,2,6.500301195,6.28815624,1.677997888,3.854014199,10.31581226,8,2003,534,Hippoglossoides.elassodon,2
B,2,5.710630055,5.53034619,1.3285497,3.530946927,8.814842223,9,2005,534,Hippoglossoides.elassodon,2
B,2,7.898660015,7.546795717,2.058210761,4.731431164,12.55843469,10,2007,534,Hippoglossoides.elassodon,2
B,2,11.44710021,11.10514002,2.956523249,6.789079809,18.45354698,11,2009,534,Hippoglossoides.elassodon,2
B,2,9.467960818,8.997462865,2.552459895,5.818893983,15.47916009,12,2011,534,Hippoglossoides.elassodon,2
B,2,9.908731749,9.546457015,2.668461537,5.636853038,15.96144238,13,2013,534,Hippoglossoides.elassodon,2
B,2,9.706313932,9.214823653,3.114405213,5.229013918,17.49244187,14,2015,534,Hippoglossoides.elassodon,2
B,2,0.651524529,0.610990134,0.227330407,0.33316341,1.186607209,1,1984,534,Microstomus.pacificus,2
B,2,0.818992795,0.762476373,0.291355734,0.420236483,1.575133159,2,1987,534,Microstomus.pacificus,2
B,2,1.977797988,1.890831173,0.559304707,1.136494902,3.227878052,3,1990,534,Microstomus.pacificus,2
B,2,1.451246947,1.399779996,0.3768369,0.86878925,2.315749104,4,1993,534,Microstomus.pacificus,2
B,2,0.744588382,0.715615373,0.208509057,0.417248072,1.245475042,5,1996,534,Microstomus.pacificus,2
B,2,0.421421538,0.404190922,0.130739267,0.227874268,0.719603601,6,1999,534,Microstomus.pacificus,2
B,2,0.894224504,0.852230781,0.274895175,0.487996313,1.541603709,7,2001,534,Microstomus.pacificus,2
B,2,0.868594103,0.822984728,0.275483783,0.483635475,1.567454157,8,2003,534,Microstomus.pacificus,2
B,2,0.860082979,0.832007322,0.226642977,0.494914946,1.363754975,9,2005,534,Microstomus.pacificus,2
B,2,1.011982677,0.965696048,0.289171073,0.571247359,1.700709053,10,2007,534,Microstomus.pacificus,2
B,2,1.098648848,1.037930028,0.348450284,0.573207247,1.93203989,11,2009,534,Microstomus.pacificus,2
B,2,0.638333899,0.60798731,0.209547134,0.323646501,1.110648576,12,2011,534,Microstomus.pacificus,2
B,2,0.359300801,0.329229836,0.155391272,0.154627041,0.726590467,13,2013,534,Microstomus.pacificus,2
B,2,0.417601875,0.389952212,0.151652416,0.202110471,0.789924744,14,2015,534,Microstomus.pacificus,2
B,2,2.922522991,2.73653448,1.062092478,1.397135307,5.58431168,1,1984,534,Anoplopoma.fimbria,2
B,2,1.996799489,1.827883986,0.783480227,0.872034007,3.915282144,2,1987,534,Anoplopoma.fimbria,2
B,2,0.47208836,0.429294071,0.239003717,0.189368207,1.039977617,3,1990,534,Anoplopoma.fimbria,2
B,2,0.700707403,0.617844155,0.352891211,0.256213817,1.568919015,4,1993,534,Anoplopoma.fimbria,2
B,2,0.390278462,0.352200732,0.181562465,0.151570765,0.885320419,5,1996,534,Anoplopoma.fimbria,2
B,2,0.651446625,0.592855991,0.298376729,0.254346498,1.384317878,6,1999,534,Anoplopoma.fimbria,2
B,2,0.368831236,0.329993624,0.202651092,0.106814623,0.896147051,7,2001,534,Anoplopoma.fimbria,2
B,2,0.465550073,0.417019176,0.243945535,0.143583979,1.052014204,8,2003,534,Anoplopoma.fimbria,2
B,2,1.088542106,0.933879089,0.600146075,0.328454012,2.612413417,9,2005,534,Anoplopoma.fimbria,2
B,2,0.763434239,0.686667403,0.398673577,0.268114296,1.668731427,10,2007,534,Anoplopoma.fimbria,2
B,2,0.21584082,0.190811453,0.117608505,0.063491047,0.500399749,11,2009,534,Anoplopoma.fimbria,2
B,2,0.125112226,0.109072359,0.068566805,0.04144691,0.293385762,12,2011,534,Anoplopoma.fimbria,2
B,2,0.045399052,0.037715306,0.030132268,0.011756072,0.123446426,13,2013,534,Anoplopoma.fimbria,2
B,2,0.106743808,0.086549959,0.074087217,0.027221,0.314768481,14,2015,534,Anoplopoma.fimbria,2
B,2,3.058162311,2.22855859,2.871484346,0.724824611,11.79925242,1,1984,534,Sebastes.alutus,2
B,2,8.598035051,6.179424944,7.235410066,1.917150016,30.62280298,2,1987,534,Sebastes.alutus,2
B,2,3.436771094,2.776104155,2.562100166,0.811784179,9.869922048,3,1990,534,Sebastes.alutus,2
B,2,7.755081617,6.448538042,5.006973264,2.545351331,19.48311266,4,1993,534,Sebastes.alutus,2
B,2,4.80093949,4.030234147,2.998736778,1.387358867,12.49868671,5,1996,534,Sebastes.alutus,2
B,2,4.996193319,4.528619308,2.536894513,1.807130865,11.46090292,6,1999,534,Sebastes.alutus,2
B,2,4.118665937,3.363903986,2.834014597,1.04338546,11.56375429,7,2001,534,Sebastes.alutus,2
B,2,6.734503354,5.810095746,3.806300324,2.137853841,16.81540955,8,2003,534,Sebastes.alutus,2
B,2,1.675751673,1.282276161,1.482946446,0.341801687,5.24224474,9,2005,534,Sebastes.alutus,2
B,2,1.916287022,1.505977551,1.547729343,0.459472466,6.045154013,10,2007,534,Sebastes.alutus,2
B,2,4.838135183,3.655361534,4.025066587,1.005646116,16.04415049,11,2009,534,Sebastes.alutus,2
B,2,12.62130405,11.44827777,6.309386089,4.552570222,28.39149305,12,2011,534,Sebastes.alutus,2
B,2,15.21880376,13.19675256,8.638378594,5.244004874,39.5961144,13,2013,534,Sebastes.alutus,2
B,2,11.78662189,8.989163298,9.617681847,2.498150702,39.06524838,14,2015,534,Sebastes.alutus,2
B,2,0.011214317,0.008315396,0.010307316,0.002035782,0.035684898,1,1984,534,Thaleichthys.pacificus,2
B,2,0.050947326,0.043536839,0.031380687,0.014599721,0.130992737,2,1987,534,Thaleichthys.pacificus,2
B,2,0.103755962,0.091115794,0.052948252,0.033711635,0.229276386,3,1990,534,Thaleichthys.pacificus,2
B,2,0.250201938,0.218473054,0.147331822,0.084102776,0.623980903,4,1993,534,Thaleichthys.pacificus,2
B,2,0.276106344,0.251080514,0.119459507,0.117447381,0.573039577,5,1996,534,Thaleichthys.pacificus,2
B,2,0.238963466,0.216883747,0.1043743,0.109530329,0.493172375,6,1999,534,Thaleichthys.pacificus,2
B,2,0.276119874,0.240664552,0.166737858,0.074932076,0.709492956,7,2001,534,Thaleichthys.pacificus,2
B,2,1.550712959,1.404749423,0.776832537,0.505390464,3.448821247,8,2003,534,Thaleichthys.pacificus,2
B,2,0.755060423,0.643788647,0.467918379,0.242630413,1.919074046,9,2005,534,Thaleichthys.pacificus,2
B,2,1.633719038,1.448688253,0.837925982,0.617432055,3.721360942,10,2007,534,Thaleichthys.pacificus,2
B,2,2.400280508,2.094863714,1.25282647,0.879330365,5.615499752,11,2009,534,Thaleichthys.pacificus,2
B,2,0.922509502,0.806986517,0.502104744,0.291863746,2.150858248,12,2011,534,Thaleichthys.pacificus,2
B,2,0.243056375,0.210041203,0.151924005,0.072998211,0.619741934,13,2013,534,Thaleichthys.pacificus,2
B,2,0.204472397,0.186750188,0.092192824,0.082123551,0.430556521,14,2015,534,Thaleichthys.pacificus,2
B,2,0.003649175,0.003043183,0.002461848,0.000786663,0.010610232,1,1984,534,Sebastolobus.alascanus,2
B,2,0.00182937,0.001479982,0.001296325,0.000389687,0.00492837,2,1987,534,Sebastolobus.alascanus,2
B,2,0.001189397,0.000878899,0.001035067,0.000204254,0.004089427,3,1990,534,Sebastolobus.alascanus,2
B,2,0.002941899,0.002294768,0.002249843,0.000518099,0.00847157,4,1993,534,Sebastolobus.alascanus,2
B,2,0.006008727,0.004818677,0.004396477,0.001314169,0.019110981,5,1996,534,Sebastolobus.alascanus,2
B,2,0.010748694,0.008698326,0.007113286,0.002406307,0.029444704,6,1999,534,Sebastolobus.alascanus,2
