Area,Species,Year,meanOcc
3,Hexagrammos.decagrammus,2003,0.069123018
3,Hexagrammos.decagrammus,2005,0.068632076
3,Hexagrammos.decagrammus,2007,0.065021779
3,Hexagrammos.decagrammus,2009,0.067355719
3,Hexagrammos.decagrammus,2011,0.053801823
3,Hexagrammos.decagrammus,2013,0.052420151
3,Hexagrammos.decagrammus,2015,0.055663033
3,Hippoglossoides.elassodon,1984,0.575461472
3,Hippoglossoides.elassodon,1987,0.608300741
3,Hippoglossoides.elassodon,1990,0.525146944
3,Hippoglossoides.elassodon,1993,0.450324745
3,Hippoglossoides.elassodon,1996,0.372327747
3,Hippoglossoides.elassodon,1999,0.351101844
3,Hippoglossoides.elassodon,2001,0.276092427
3,Hippoglossoides.elassodon,2003,0.285920074
3,Hippoglossoides.elassodon,2005,0.243124749
3,Hippoglossoides.elassodon,2007,0.314752173
3,Hippoglossoides.elassodon,2009,0.329446923
3,Hippoglossoides.elassodon,2011,0.393168535
3,Hippoglossoides.elassodon,2013,0.420220482
3,Hippoglossoides.elassodon,2015,0.328530945
3,Hippoglossus.stenolepis,1984,0.918434114
3,Hippoglossus.stenolepis,1987,0.930177535
3,Hippoglossus.stenolepis,1990,0.751354458
3,Hippoglossus.stenolepis,1993,0.85879945
3,Hippoglossus.stenolepis,1996,0.713911247
3,Hippoglossus.stenolepis,1999,0.732003821
3,Hippoglossus.stenolepis,2001,0.667496076
3,Hippoglossus.stenolepis,2003,0.774340555
3,Hippoglossus.stenolepis,2005,0.738351824
3,Hippoglossus.stenolepis,2007,0.705947385
3,Hippoglossus.stenolepis,2009,0.742558118
3,Hippoglossus.stenolepis,2011,0.81584119
3,Hippoglossus.stenolepis,2013,0.71638958
3,Hippoglossus.stenolepis,2015,0.856535598
3,Hyas.lyratus,1984,0.051257878
3,Hyas.lyratus,1987,0.002150797
3,Hyas.lyratus,1990,0.025033646
3,Hyas.lyratus,1993,0.036620759
3,Hyas.lyratus,1996,0.145686565
3,Hyas.lyratus,1999,0.239242393
3,Hyas.lyratus,2001,0.258738342
3,Hyas.lyratus,2003,0.336666297
3,Hyas.lyratus,2005,0.304463677
3,Hyas.lyratus,2007,0.269164673
3,Hyas.lyratus,2009,0.313346195
3,Hyas.lyratus,2011,0.234139496
3,Hyas.lyratus,2013,0.243983407
3,Hyas.lyratus,2015,0.178561196
3,Isopsetta.isolepis,1984,0.006214555
3,Isopsetta.isolepis,1987,0.006122658
3,Isopsetta.isolepis,1990,0.006370678
3,Isopsetta.isolepis,1993,0.006207485
3,Isopsetta.isolepis,1996,0.006312433
3,Isopsetta.isolepis,1999,0.006699715
3,Isopsetta.isolepis,2001,0.007172488
3,Isopsetta.isolepis,2003,0.007946579
3,Isopsetta.isolepis,2005,0.008502821
3,Isopsetta.isolepis,2007,0.009080382
3,Isopsetta.isolepis,2009,0.009782808
3,Isopsetta.isolepis,2011,0.010058077
3,Isopsetta.isolepis,2013,0.010560569
3,Isopsetta.isolepis,2015,0.011407076
3,Lepidopsetta.sp.,1984,0.384177996
3,Lepidopsetta.sp.,1987,0.430200197
3,Lepidopsetta.sp.,1990,0.269587877
3,Lepidopsetta.sp.,1993,0.240014889
3,Lepidopsetta.sp.,1996,0.19590012
3,Lepidopsetta.sp.,1999,0.203568578
3,Lepidopsetta.sp.,2001,0.128911622
3,Lepidopsetta.sp.,2003,0.12296306
3,Lepidopsetta.sp.,2005,0.12183999
3,Lepidopsetta.sp.,2007,0.119176937
3,Lepidopsetta.sp.,2009,0.097301871
3,Lepidopsetta.sp.,2011,0.082058504
3,Lepidopsetta.sp.,2013,0.090029446
3,Lepidopsetta.sp.,2015,0.084396802
3,Limanda.aspera,1984,0.00279971
3,Limanda.aspera,1987,0.001617741
3,Limanda.aspera,1990,0.000938004
3,Limanda.aspera,1993,0.000765391
3,Limanda.aspera,1996,0.000825737
3,Limanda.aspera,1999,0.000822943
3,Limanda.aspera,2001,0.000588374
3,Limanda.aspera,2003,0.000907164
3,Limanda.aspera,2005,0.000996667
3,Limanda.aspera,2007,0.000821312
3,Limanda.aspera,2009,0.001025515
3,Limanda.aspera,2011,0.001088358
3,Limanda.aspera,2013,0.000977027
3,Limanda.aspera,2015,0.001138113
3,Lycodes.brevipes,1984,0.106436111
3,Lycodes.brevipes,1987,0.048885546
3,Lycodes.brevipes,1990,0.11404769
3,Lycodes.brevipes,1993,0.123315046
3,Lycodes.brevipes,1996,0.294432267
3,Lycodes.brevipes,1999,0.222001718
3,Lycodes.brevipes,2001,0.351711479
3,Lycodes.brevipes,2003,0.436973098
3,Lycodes.brevipes,2005,0.316881968
3,Lycodes.brevipes,2007,0.273829762
3,Lycodes.brevipes,2009,0.309812355
3,Lycodes.brevipes,2011,0.224408415
3,Lycodes.brevipes,2013,0.325484471
3,Lycodes.brevipes,2015,0.316140139
3,Lycodes.palearis,1984,0.08609912
3,Lycodes.palearis,1987,0.090568515
3,Lycodes.palearis,1990,0.185975871
3,Lycodes.palearis,1993,0.217841841
3,Lycodes.palearis,1996,0.131344332
3,Lycodes.palearis,1999,0.107658958
3,Lycodes.palearis,2001,0.159092336
3,Lycodes.palearis,2003,0.164374055
3,Lycodes.palearis,2005,0.119983675
3,Lycodes.palearis,2007,0.161793218
3,Lycodes.palearis,2009,0.123792933
3,Lycodes.palearis,2011,0.126965768
3,Lycodes.palearis,2013,0.11876751
3,Lycodes.palearis,2015,0.090798142
3,Lyopsetta.exilis,1984,0.001741728
3,Lyopsetta.exilis,1987,0.001650233
3,Lyopsetta.exilis,1990,0.00504103
3,Lyopsetta.exilis,1993,0.010348398
3,Lyopsetta.exilis,1996,0.01118322
3,Lyopsetta.exilis,1999,0.015638654
3,Lyopsetta.exilis,2001,0.036871262
3,Lyopsetta.exilis,2003,0.080939961
3,Lyopsetta.exilis,2005,0.017725949
3,Lyopsetta.exilis,2007,0.032226147
3,Lyopsetta.exilis,2009,0.039857363
3,Lyopsetta.exilis,2011,0.053011486
3,Lyopsetta.exilis,2013,0.066841394
3,Lyopsetta.exilis,2015,0.058716719
3,Malacocottus.zonurus,1984,0.038786834
3,Malacocottus.zonurus,1987,0.033073626
3,Malacocottus.zonurus,1990,0.031922643
3,Malacocottus.zonurus,1993,0.028038626
3,Malacocottus.zonurus,1996,0.026964983
3,Malacocottus.zonurus,1999,0.023907431
3,Malacocottus.zonurus,2001,0.024079969
3,Malacocottus.zonurus,2003,0.022192589
3,Malacocottus.zonurus,2005,0.023443519
3,Malacocottus.zonurus,2007,0.025442062
3,Malacocottus.zonurus,2009,0.022233612
3,Malacocottus.zonurus,2011,0.016235331
3,Malacocottus.zonurus,2013,0.016078007
3,Malacocottus.zonurus,2015,0.017021344
3,Mallotus.villosus,1984,0.007874167
3,Mallotus.villosus,1987,0.008532357
3,Mallotus.villosus,1990,0.010489054
3,Mallotus.villosus,1993,0.014264178
3,Mallotus.villosus,1996,0.052613233
3,Mallotus.villosus,1999,0.041569289
3,Mallotus.villosus,2001,0.12389041
3,Mallotus.villosus,2003,0.126906971
3,Mallotus.villosus,2005,0.070061242
3,Mallotus.villosus,2007,0.077707336
3,Mallotus.villosus,2009,0.07161889
3,Mallotus.villosus,2011,0.126864515
3,Mallotus.villosus,2013,0.125220558
3,Mallotus.villosus,2015,0.135216654
3,Microstomus.pacificus,1984,0.712992704
3,Microstomus.pacificus,1987,0.747128823
3,Microstomus.pacificus,1990,0.713419011
3,Microstomus.pacificus,1993,0.694845473
3,Microstomus.pacificus,1996,0.600734182
3,Microstomus.pacificus,1999,0.50264404
3,Microstomus.pacificus,2001,0.500510244
3,Microstomus.pacificus,2003,0.51341462
3,Microstomus.pacificus,2005,0.508412202
3,Microstomus.pacificus,2007,0.567222087
3,Microstomus.pacificus,2009,0.573076557
3,Microstomus.pacificus,2011,0.570972194
3,Microstomus.pacificus,2013,0.470154895
3,Microstomus.pacificus,2015,0.417335163
3,Myctophidae,1984,0.000123061
3,Myctophidae,1987,5.72E-05
3,Myctophidae,1990,0.000132756
3,Myctophidae,1993,0.000445446
3,Myctophidae,1996,0.002033421
3,Myctophidae,1999,0.004356869
3,Myctophidae,2001,0.000628917
3,Myctophidae,2003,0.000837659
3,Myctophidae,2005,0.000779516
3,Myctophidae,2007,0.000106333
3,Myctophidae,2009,5.26E-05
3,Myctophidae,2011,0.000203434
3,Myctophidae,2013,6.68E-05
3,Myctophidae,2015,4.28E-05
3,Myoxocephalus.polyacanthocephalus,1984,0.002635643
3,Myoxocephalus.polyacanthocephalus,1987,0.001993716
3,Myoxocephalus.polyacanthocephalus,1990,0.001180969
3,Myoxocephalus.polyacanthocephalus,1993,0.000944022
3,Myoxocephalus.polyacanthocephalus,1996,0.000811569
3,Myoxocephalus.polyacanthocephalus,1999,0.000656216
3,Myoxocephalus.polyacanthocephalus,2001,0.000427571
3,Myoxocephalus.polyacanthocephalus,2003,0.000571866
3,Myoxocephalus.polyacanthocephalus,2005,0.000602466
3,Myoxocephalus.polyacanthocephalus,2007,0.000551405
3,Myoxocephalus.polyacanthocephalus,2009,0.000642076
3,Myoxocephalus.polyacanthocephalus,2011,0.000676628
3,Myoxocephalus.polyacanthocephalus,2013,0.000629699
3,Myoxocephalus.polyacanthocephalus,2015,0.000834974
3,Oncorhynchus.keta,1984,0.064103489
3,Oncorhynchus.keta,1987,0.16416127
3,Oncorhynchus.keta,1990,0.037263519
3,Oncorhynchus.keta,1993,0.102856063
3,Oncorhynchus.keta,1996,0.126768302
3,Oncorhynchus.keta,1999,0.036675761
3,Oncorhynchus.keta,2001,0.079073134
3,Oncorhynchus.keta,2003,0.154899838
3,Oncorhynchus.keta,2005,0.079046067
3,Oncorhynchus.keta,2007,0.096110932
3,Oncorhynchus.keta,2009,0.230768977
3,Oncorhynchus.keta,2011,0.105894164
3,Oncorhynchus.keta,2013,0.191190737
3,Oncorhynchus.keta,2015,0.254088681
3,Oncorhynchus.tshawytscha,1984,0.131862579
3,Oncorhynchus.tshawytscha,1987,0.226723012
3,Oncorhynchus.tshawytscha,1990,0.1186819
3,Oncorhynchus.tshawytscha,1993,0.216810898
3,Oncorhynchus.tshawytscha,1996,0.152199156
3,Oncorhynchus.tshawytscha,1999,0.079714874
3,Oncorhynchus.tshawytscha,2001,0.149513223
3,Oncorhynchus.tshawytscha,2003,0.227629702
3,Oncorhynchus.tshawytscha,2005,0.155157965
3,Oncorhynchus.tshawytscha,2007,0.086744633
3,Oncorhynchus.tshawytscha,2009,0.113465495
3,Oncorhynchus.tshawytscha,2011,0.222672358
3,Oncorhynchus.tshawytscha,2013,0.151261646
3,Oncorhynchus.tshawytscha,2015,0.170275083
3,Ophiodon.elongatus,1984,0.302727239
3,Ophiodon.elongatus,1987,0.358832951
3,Ophiodon.elongatus,1990,0.311260561
3,Ophiodon.elongatus,1993,0.389180458
3,Ophiodon.elongatus,1996,0.303616164
3,Ophiodon.elongatus,1999,0.400110807
3,Ophiodon.elongatus,2001,0.497588061
3,Ophiodon.elongatus,2003,0.509761823
3,Ophiodon.elongatus,2005,0.575313918
3,Ophiodon.elongatus,2007,0.530449266
3,Ophiodon.elongatus,2009,0.492801861
3,Ophiodon.elongatus,2011,0.482773093
3,Ophiodon.elongatus,2013,0.342094045
3,Ophiodon.elongatus,2015,0.348873186
3,Parophrys.vetulus,1984,0.046202101
3,Parophrys.vetulus,1987,0.052609752
3,Parophrys.vetulus,1990,0.054126279
3,Parophrys.vetulus,1993,0.047710615
3,Parophrys.vetulus,1996,0.035574566
3,Parophrys.vetulus,1999,0.032133808
3,Parophrys.vetulus,2001,0.032388802
3,Parophrys.vetulus,2003,0.029764787
3,Parophrys.vetulus,2005,0.02908641
3,Parophrys.vetulus,2007,0.032486325
3,Parophrys.vetulus,2009,0.032712268
3,Parophrys.vetulus,2011,0.036252911
3,Parophrys.vetulus,2013,0.036756622
3,Parophrys.vetulus,2015,0.037928441
3,Platichthys.stellatus,1984,0.004105825
3,Platichthys.stellatus,1987,0.003738942
3,Platichthys.stellatus,1990,0.00321282
3,Platichthys.stellatus,1993,0.002970406
3,Platichthys.stellatus,1996,0.002835024
3,Platichthys.stellatus,1999,0.002946011
3,Platichthys.stellatus,2001,0.002890175
3,Platichthys.stellatus,2003,0.002893977
3,Platichthys.stellatus,2005,0.003177723
3,Platichthys.stellatus,2007,0.003369827
3,Platichthys.stellatus,2009,0.003419085
3,Platichthys.stellatus,2011,0.004216676
3,Platichthys.stellatus,2013,0.004712306
3,Platichthys.stellatus,2015,0.005329381
3,Pleurogrammus.monopterygius,1984,0.00279709
3,Pleurogrammus.monopterygius,1987,0.004134279
3,Pleurogrammus.monopterygius,1990,0.002148786
3,Pleurogrammus.monopterygius,1993,0.003331287
3,Pleurogrammus.monopterygius,1996,0.011960408
3,Pleurogrammus.monopterygius,1999,0.009580961
3,Pleurogrammus.monopterygius,2001,0.018691124
3,Pleurogrammus.monopterygius,2003,0.33771398
3,Pleurogrammus.monopterygius,2005,0.020341086
3,Pleurogrammus.monopterygius,2007,0.020523581
3,Pleurogrammus.monopterygius,2009,0.044198474
3,Pleurogrammus.monopterygius,2011,0.014907176
3,Pleurogrammus.monopterygius,2013,0.070655887
3,Pleurogrammus.monopterygius,2015,0.072174291
3,Pleuronectes.quadrituberculatus,1984,0.001447007
3,Pleuronectes.quadrituberculatus,1987,0.001234224
3,Pleuronectes.quadrituberculatus,1990,0.001055971
3,Pleuronectes.quadrituberculatus,1993,0.001071989
3,Pleuronectes.quadrituberculatus,1996,0.001140238
3,Pleuronectes.quadrituberculatus,1999,0.001177579
3,Pleuronectes.quadrituberculatus,2001,0.000958851
3,Pleuronectes.quadrituberculatus,2003,0.001048457
3,Pleuronectes.quadrituberculatus,2005,0.001172168
3,Pleuronectes.quadrituberculatus,2007,0.001059913
3,Pleuronectes.quadrituberculatus,2009,0.000945373
3,Pleuronectes.quadrituberculatus,2011,0.000867671
3,Pleuronectes.quadrituberculatus,2013,0.000860427
3,Pleuronectes.quadrituberculatus,2015,0.000799173
3,Podothecus.accipenserinus,1984,0.003459235
3,Podothecus.accipenserinus,1987,0.004067837
3,Podothecus.accipenserinus,1990,0.003420144
3,Podothecus.accipenserinus,1993,0.002957532
3,Podothecus.accipenserinus,1996,0.001819333
3,Podothecus.accipenserinus,1999,0.002534838
3,Podothecus.accipenserinus,2001,0.004017002
3,Podothecus.accipenserinus,2003,0.004637879
3,Podothecus.accipenserinus,2005,0.005976751
3,Podothecus.accipenserinus,2007,0.007267597
3,Podothecus.accipenserinus,2009,0.012639097
3,Podothecus.accipenserinus,2011,0.006856926
3,Podothecus.accipenserinus,2013,0.007265922
3,Podothecus.accipenserinus,2015,0.007515952
3,Raja.binoculata,1984,0.034445671
3,Raja.binoculata,1987,0.053467286
3,Raja.binoculata,1990,0.020654728
3,Raja.binoculata,1993,0.035893972
3,Raja.binoculata,1996,0.029614417
3,Raja.binoculata,1999,0.036086081
3,Raja.binoculata,2001,0.022228898
3,Raja.binoculata,2003,0.030801218
3,Raja.binoculata,2005,0.027489041
3,Raja.binoculata,2007,0.035163407
3,Raja.binoculata,2009,0.029759175
3,Raja.binoculata,2011,0.035166799
3,Raja.binoculata,2013,0.022007027
3,Raja.binoculata,2015,0.035686504
3,Raja.rhina,1984,0.108538169
3,Raja.rhina,1987,0.208170909
3,Raja.rhina,1990,0.233959325
3,Raja.rhina,1993,0.325629556
3,Raja.rhina,1996,0.309800608
3,Raja.rhina,1999,0.351034131
3,Raja.rhina,2001,0.345143952
3,Raja.rhina,2003,0.454486974
3,Raja.rhina,2005,0.476261184
3,Raja.rhina,2007,0.421959661
3,Raja.rhina,2009,0.444768182
3,Raja.rhina,2011,0.449268058
3,Raja.rhina,2013,0.493707262
3,Raja.rhina,2015,0.435737494
3,Rougheye.and.Blackspotted.Rockfish,1984,0.268442854
3,Rougheye.and.Blackspotted.Rockfish,1987,0.268616819
3,Rougheye.and.Blackspotted.Rockfish,1990,0.277470594
3,Rougheye.and.Blackspotted.Rockfish,1993,0.278053963
3,Rougheye.and.Blackspotted.Rockfish,1996,0.252124315
3,Rougheye.and.Blackspotted.Rockfish,1999,0.228485989
3,Rougheye.and.Blackspotted.Rockfish,2001,0.218310817
3,Rougheye.and.Blackspotted.Rockfish,2003,0.215604755
3,Rougheye.and.Blackspotted.Rockfish,2005,0.220679266
3,Rougheye.and.Blackspotted.Rockfish,2007,0.215480674
3,Rougheye.and.Blackspotted.Rockfish,2009,0.20315369
3,Rougheye.and.Blackspotted.Rockfish,2011,0.190507097
3,Rougheye.and.Blackspotted.Rockfish,2013,0.20802656
3,Rougheye.and.Blackspotted.Rockfish,2015,0.201845446
3,Sebastes.alutus,1984,0.462112491
3,Sebastes.alutus,1987,0.535258561
3,Sebastes.alutus,1990,0.554331279
3,Sebastes.alutus,1993,0.610579962
3,Sebastes.alutus,1996,0.574939349
3,Sebastes.alutus,1999,0.632826876
3,Sebastes.alutus,2001,0.685297022
3,Sebastes.alutus,2003,0.693470193
3,Sebastes.alutus,2005,0.727186527
3,Sebastes.alutus,2007,0.732781189
3,Sebastes.alutus,2009,0.821157533
3,Sebastes.alutus,2011,0.780781281
3,Sebastes.alutus,2013,0.787189168
3,Sebastes.alutus,2015,0.76387157
3,Sebastes.babcocki,1984,0.006594162
3,Sebastes.babcocki,1987,0.008742066
3,Sebastes.babcocki,1990,0.007103511
3,Sebastes.babcocki,1993,0.007128495
3,Sebastes.babcocki,1996,0.005645461
3,Sebastes.babcocki,1999,0.005342511
3,Sebastes.babcocki,2001,0.005422994
3,Sebastes.babcocki,2003,0.00503456
3,Sebastes.babcocki,2005,0.006214493
3,Sebastes.babcocki,2007,0.008293317
3,Sebastes.babcocki,2009,0.010605863
3,Sebastes.babcocki,2011,0.010915214
3,Sebastes.babcocki,2013,0.011244201
3,Sebastes.babcocki,2015,0.009512088
3,Sebastes.borealis,1984,0.000419833
3,Sebastes.borealis,1987,0.00161007
3,Sebastes.borealis,1990,0.000470297
3,Sebastes.borealis,1993,0.000508701
3,Sebastes.borealis,1996,0.000601536
3,Sebastes.borealis,1999,0.0004968
3,Sebastes.borealis,2001,0.000606671
3,Sebastes.borealis,2003,0.000996484
3,Sebastes.borealis,2005,0.000768441
3,Sebastes.borealis,2007,0.000575528
3,Sebastes.borealis,2009,0.000850276
3,Sebastes.borealis,2011,0.000717733
3,Sebastes.borealis,2013,0.001014019
3,Sebastes.borealis,2015,0.000951638
3,Sebastes.brevispinis,1984,0.081473036
3,Sebastes.brevispinis,1987,0.130258996
3,Sebastes.brevispinis,1990,0.0973272
3,Sebastes.brevispinis,1993,0.083024086
3,Sebastes.brevispinis,1996,0.056130403
3,Sebastes.brevispinis,1999,0.042824066
3,Sebastes.brevispinis,2001,0.036781592
3,Sebastes.brevispinis,2003,0.035284292
3,Sebastes.brevispinis,2005,0.048023877
3,Sebastes.brevispinis,2007,0.056916725
3,Sebastes.brevispinis,2009,0.048482801
3,Sebastes.brevispinis,2011,0.055832538
3,Sebastes.brevispinis,2013,0.075392601
3,Sebastes.brevispinis,2015,0.077149857
3,Sebastes.polyspinis,1984,0.340689559
3,Sebastes.polyspinis,1987,0.468814716
3,Sebastes.polyspinis,1990,0.419922144
3,Sebastes.polyspinis,1993,0.411087219
3,Sebastes.polyspinis,1996,0.368235172
3,Sebastes.polyspinis,1999,0.36976734
3,Sebastes.polyspinis,2001,0.338482811
3,Sebastes.polyspinis,2003,0.270440717
3,Sebastes.polyspinis,2005,0.325254449
3,Sebastes.polyspinis,2007,0.338021507
3,Sebastes.polyspinis,2009,0.248174779
3,Sebastes.polyspinis,2011,0.231957701
3,Sebastes.polyspinis,2013,0.249669383
3,Sebastes.polyspinis,2015,0.213384882
3,Sebastes.proriger,1984,0.05799792
3,Sebastes.proriger,1987,0.062681933
3,Sebastes.proriger,1990,0.045802582
3,Sebastes.proriger,1993,0.035215316
3,Sebastes.proriger,1996,0.030833142
3,Sebastes.proriger,1999,0.035199989
3,Sebastes.proriger,2001,0.035406581
3,Sebastes.proriger,2003,0.032569596
3,Sebastes.proriger,2005,0.042000594
3,Sebastes.proriger,2007,0.035091496
3,Sebastes.proriger,2009,0.027898289
3,Sebastes.proriger,2011,0.031938161
3,Sebastes.proriger,2013,0.037780931
3,Sebastes.proriger,2015,0.042510125
3,Sebastes.variegatus,1984,0.149444954
3,Sebastes.variegatus,1987,0.391620944
3,Sebastes.variegatus,1990,0.373085452
3,Sebastes.variegatus,1993,0.489000585
3,Sebastes.variegatus,1996,0.255017735
3,Sebastes.variegatus,1999,0.178733092
3,Sebastes.variegatus,2001,0.195147993
3,Sebastes.variegatus,2003,0.153397004
3,Sebastes.variegatus,2005,0.209679364
3,Sebastes.variegatus,2007,0.147444611
3,Sebastes.variegatus,2009,0.160241662
3,Sebastes.variegatus,2011,0.130257065
3,Sebastes.variegatus,2013,0.119143623
3,Sebastes.variegatus,2015,0.072018481
3,Sebastes.zacentrus,1984,0.075196022
3,Sebastes.zacentrus,1987,0.105043871
3,Sebastes.zacentrus,1990,0.21707601
3,Sebastes.zacentrus,1993,0.241509889
3,Sebastes.zacentrus,1996,0.15311266
3,Sebastes.zacentrus,1999,0.14424634
3,Sebastes.zacentrus,2001,0.133683762
3,Sebastes.zacentrus,2003,0.15057158
3,Sebastes.zacentrus,2005,0.175945931
3,Sebastes.zacentrus,2007,0.135300053
3,Sebastes.zacentrus,2009,0.095654705
3,Sebastes.zacentrus,2011,0.082886515
3,Sebastes.zacentrus,2013,0.120498185
3,Sebastes.zacentrus,2015,0.090006494
3,Sebastolobus.alascanus,1984,0.038759746
3,Sebastolobus.alascanus,1987,0.032581239
3,Sebastolobus.alascanus,1990,0.023182024
3,Sebastolobus.alascanus,1993,0.060952154
3,Sebastolobus.alascanus,1996,0.088493522
3,Sebastolobus.alascanus,1999,0.080694915
3,Sebastolobus.alascanus,2001,0.063210623
3,Sebastolobus.alascanus,2003,0.055918006
3,Sebastolobus.alascanus,2005,0.073432711
3,Sebastolobus.alascanus,2007,0.100275413
3,Sebastolobus.alascanus,2009,0.081761058
3,Sebastolobus.alascanus,2011,0.068695882
3,Sebastolobus.alascanus,2013,0.069700305
3,Sebastolobus.alascanus,2015,0.080505833
3,Squalus.acanthias,1984,0.394609745
3,Squalus.acanthias,1987,0.330631005
3,Squalus.acanthias,1990,0.6555646
3,Squalus.acanthias,1993,0.737289029
3,Squalus.acanthias,1996,0.536021951
3,Squalus.acanthias,1999,0.664078617
3,Squalus.acanthias,2001,0.601212548
3,Squalus.acanthias,2003,0.598122182
3,Squalus.acanthias,2005,0.385589779
3,Squalus.acanthias,2007,0.673340367
3,Squalus.acanthias,2009,0.493357903
3,Squalus.acanthias,2011,0.35883708
3,Squalus.acanthias,2013,0.271717268
3,Squalus.acanthias,2015,0.369364262
3,Thaleichthys.pacificus,1984,0.337097262
3,Thaleichthys.pacificus,1987,0.344203823
3,Thaleichthys.pacificus,1990,0.435041144
3,Thaleichthys.pacificus,1993,0.441065507
3,Thaleichthys.pacificus,1996,0.469747571
3,Thaleichthys.pacificus,1999,0.420124926
3,Thaleichthys.pacificus,2001,0.412219562
3,Thaleichthys.pacificus,2003,0.470614545
3,Thaleichthys.pacificus,2005,0.440926111
3,Thaleichthys.pacificus,2007,0.486347527
3,Thaleichthys.pacificus,2009,0.465098766
3,Thaleichthys.pacificus,2011,0.477225392
3,Thaleichthys.pacificus,2013,0.490066203
3,Thaleichthys.pacificus,2015,0.458926312
3,Zaprora.silenus,1984,0.294242534
3,Zaprora.silenus,1987,0.343427901
3,Zaprora.silenus,1990,0.337545671
3,Zaprora.silenus,1993,0.279644336
3,Zaprora.silenus,1996,0.224952075
3,Zaprora.silenus,1999,0.1591358
3,Zaprora.silenus,2001,0.147511138
3,Zaprora.silenus,2003,0.121662121
3,Zaprora.silenus,2005,0.131806328
3,Zaprora.silenus,2007,0.095721376
3,Zaprora.silenus,2009,0.088485787
3,Zaprora.silenus,2011,0.080347067
3,Zaprora.silenus,2013,0.09138445
3,Zaprora.silenus,2015,0.131886865
4,Albatrossia.pectoralis,1984,9.20E-07
4,Albatrossia.pectoralis,1987,2.37E-06
4,Albatrossia.pectoralis,1990,1.00E-06
4,Albatrossia.pectoralis,1993,1.87E-06
4,Albatrossia.pectoralis,1996,1.19E-06
4,Albatrossia.pectoralis,1999,6.38E-06
4,Albatrossia.pectoralis,2001,3.02E-06
4,Albatrossia.pectoralis,2003,2.27E-06
4,Albatrossia.pectoralis,2005,3.21E-06
4,Albatrossia.pectoralis,2007,1.28E-06
4,Albatrossia.pectoralis,2009,4.41E-06
4,Albatrossia.pectoralis,2011,5.47E-06
4,Albatrossia.pectoralis,2013,4.97E-06
4,Albatrossia.pectoralis,2015,2.90E-06
4,Anoplopoma.fimbria,1984,0.787489217
4,Anoplopoma.fimbria,1987,0.805390829
4,Anoplopoma.fimbria,1990,0.723733715
4,Anoplopoma.fimbria,1993,0.798451753
4,Anoplopoma.fimbria,1996,0.707893968
4,Anoplopoma.fimbria,1999,0.725398781
4,Anoplopoma.fimbria,2001,0.634891245
4,Anoplopoma.fimbria,2003,0.654783562
4,Anoplopoma.fimbria,2005,0.719483131
4,Anoplopoma.fimbria,2007,0.762446905
4,Anoplopoma.fimbria,2009,0.549355921
4,Anoplopoma.fimbria,2011,0.413506134
4,Anoplopoma.fimbria,2013,0.142051079
4,Anoplopoma.fimbria,2015,0.183005428
4,Atheresthes.stomias,1984,0.990541156
4,Atheresthes.stomias,1987,0.991418904
4,Atheresthes.stomias,1990,0.990331357
4,Atheresthes.stomias,1993,0.991942979
4,Atheresthes.stomias,1996,0.994469504
4,Atheresthes.stomias,1999,0.993890939
4,Atheresthes.stomias,2001,0.994717289
4,Atheresthes.stomias,2003,0.994876309
4,Atheresthes.stomias,2005,0.995733929
4,Atheresthes.stomias,2007,0.994860616
4,Atheresthes.stomias,2009,0.99666634
4,Atheresthes.stomias,2011,0.996770751
4,Atheresthes.stomias,2013,0.995784675
4,Atheresthes.stomias,2015,0.995942174
4,Bathymaster.signatus,1984,0.531477187
4,Bathymaster.signatus,1987,0.515398277
4,Bathymaster.signatus,1990,0.641146762
4,Bathymaster.signatus,1993,0.607576689
4,Bathymaster.signatus,1996,0.542094318
4,Bathymaster.signatus,1999,0.544420128
4,Bathymaster.signatus,2001,0.432373614
4,Bathymaster.signatus,2003,0.329533924
4,Bathymaster.signatus,2005,0.331818909
4,Bathymaster.signatus,2007,0.337882078
4,Bathymaster.signatus,2009,0.364782621
4,Bathymaster.signatus,2011,0.356704128
4,Bathymaster.signatus,2013,0.313546454
4,Bathymaster.signatus,2015,0.293072774
4,Bathyraja.aleutica,1984,0.019287733
4,Bathyraja.aleutica,1987,0.01445044
4,Bathyraja.aleutica,1990,0.010578592
4,Bathyraja.aleutica,1993,0.001625218
4,Bathyraja.aleutica,1996,0.017789871
4,Bathyraja.aleutica,1999,0.028984096
4,Bathyraja.aleutica,2001,0.037602762
4,Bathyraja.aleutica,2003,0.060545158
4,Bathyraja.aleutica,2005,0.038994465
4,Bathyraja.aleutica,2007,0.058737469
4,Bathyraja.aleutica,2009,0.048003076
4,Bathyraja.aleutica,2011,0.051822775
4,Bathyraja.aleutica,2013,0.05375126
4,Bathyraja.aleutica,2015,0.061051915
4,Bathyraja.interrupta,1984,0.07240854
4,Bathyraja.interrupta,1987,0.121211368
4,Bathyraja.interrupta,1990,0.15424478
4,Bathyraja.interrupta,1993,0.033274239
4,Bathyraja.interrupta,1996,0.136522498
4,Bathyraja.interrupta,1999,0.171677766
4,Bathyraja.interrupta,2001,0.206678309
4,Bathyraja.interrupta,2003,0.18418308
4,Bathyraja.interrupta,2005,0.252456728
4,Bathyraja.interrupta,2007,0.270877118
4,Bathyraja.interrupta,2009,0.21679061
4,Bathyraja.interrupta,2011,0.163109956
