"","Lat","Lon","Station","Year","DateTime","Stratum","BottomDepth","BottomTemp","SurfTemp","Cruise","Haul","sum.CPUE","Atheresthesstomias","Hippoglossusstenolepis","Theragrachalcogramma","Gadusmacrocephalus","Glyptocephaluszachirus","Hippoglossoideselassodon","Microstomuspacificus","Anoplopomafimbria","Sebastesalutus","Thaleichthyspacificus","Sebastolobusalascanus","Hemilepidotusjordani","Lepidopsettabilineata","Lepidopsettapolyxystra","Lepidopsettasp.","Chionoecetesbairdi","Squalusacanthias","Sebastespolyspinis","Berryteuthismagister","Rajarhina","Bathymastersignatus","Malacocottuszonurus","Hyaslyratus","Hemitripterusbolini","Mallotusvillosus","Dasycottussetiger","Lycodesbrevipes","Lycodespalearis","Ophiodonelongatus","Sebastesbabcocki","Rajabinoculata","Isopsettaisolepis","Myoxocephaluspolyacanthocephalus","Sebastesborealis","Sebastesvariegatus","Bathyrajainterrupta","Sebasteszacentrus","Pleurogrammusmonopterygius","Zaprorasilenus","Parophrysvetulus","Bathyrajaaleutica","Albatrossiapectoralis","Sebastesbrevispinis","Hexagrammosdecagrammus","Limandaaspera","Clupeapallasi","Platichthysstellatus","Lyopsettaexilis","Hydrolaguscolliei","Oncorhynchustshawytscha","Pleuronectesquadrituberculatus","Myctophidae","Sebasteshelvomaculatus","Sebastesproriger","rougheyeandblackspottedrockfishunid.","Sebastesaleutianus","Sebastesmelanostictus","Sebastes aleutianus","Sebastes melanostictus","duskyanddarkrockfishesunid","Sebastesvariabilis","Sebastesciliatus","Merlucciusproductus"
"2729",56.15667,-155.387,"177-91",1993,"07/24/199314:00",22,37,9.3,9.8,199301,202,19.7956,0,7.5105,0,0,0,0,0,0,0,0,0,0,0,0,0.0409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2730",56.16117,-134.93583,"424-92",1993,"08/04/199313:00",150,187,4.9,11.4,199309,52,78.6399,1.1878,0,2.2664,0,0,0,0,0,73.3766,0,0,0,0,0,0,0,0,0,0.1644,0,0,0.0181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5665,0,0,0,0,0,0.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2731",56.16267,-154.6855,"186-92",1993,"07/21/199308:00",22,102,6,10.2,199301,195,57.9071,38.5815,6.3061,0.2781,4.9655,6.902,0,0.1489,0,0,0,0,0.0994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2732",56.16983,-154.26067,"190-92",1993,"07/25/199307:00",122,108,5.9,11.7,199301,204,75.5773,8.0744,45.4943,0.2307,0.0346,0,0,0,0,0.7497,0,0,0,0,0,2.3648,0,0,17.3603,0,0,0.0577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2733",56.18617,-156.43217,"164-92",1993,"07/07/199307:00",220,249,5.3,9.1,199301,135,93.3444,58.7572,1.536,2.3241,5.3553,6.6183,2.3744,2.7282,6.6183,0,0.8084,0,0,0,0,0,0.2526,0,0,1.5663,0,0,0,0.01,0,0,0,0,0.4041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4547,0,0,0,0,0,0,0,0
"2734",56.1865,-153.55967,"199-92",1993,"07/25/199321:00",134,121,6.1,12.1,199301,208,83.9355,40.3304,9.8876,0.0218,7.1011,0.7589,0,0.4878,0,1.572,0,0,0,0,0,0.9216,0,0,15.666,0,0,0,0.0218,0,0,0,0,0,0,0,0,0,0,0,0,0.1085,0,0,0,6.1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8674,0,0,0
"2735",56.19267,-153.8885,"195-92",1993,"07/23/199311:00",134,194,5.3,12.4,199301,197,780.0705,24.8904,5.7273,2.8227,9.5456,1.4883,0,1.7962,45.6753,684.6762,0,0,0,0,0,0,0,0,2.0323,0,0,0,0,0,0.5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2052,0,0,0,0,0.2052,0,0,0,0,0.236,0,0,0
"2736",56.194,-135.39783,"419-93",1993,"08/05/199313:00",250,216,4.9,12.7,199309,57,105.5182,0.2302,0,9.3146,0.789,1.5341,0,2.6628,1.293,16.2731,0,3.2876,0,0,0,0,0,0,0,0.6028,0,0,0.3617,0,0,0,0,0,0,0,0.2411,0,0,0,0,0.1643,0,43.5597,0,0,0,0,0,0.2411,0,0,0,0,0,0,0,0,0,0.0548,24.7112,0,0,0,0,0,0,0,0,0
"2737",56.19483,-153.73767,"197-92",1993,"07/23/199308:00",134,155,5.7,12.1,199301,196,413.6876,165.7266,14.8655,0,7.6534,6.9491,0,1.5494,4.8832,206.6418,0,0,0,0,0,0.1878,0,0,0.4884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7983,0,0,0,0,0,0,0,0,0,0,0,0,0
"2738",56.20167,-157.07183,"156-92",1993,"07/11/199308:00",21,95,6.2,9.9,199301,151,68.7926,19.0555,35.4894,0,0,0,5.1265,0,0,0.8705,0,0,0,0,0,6.0938,0,0,0.174,0,0,0.1934,0,0,0.0194,0,0,0.0194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2902,0,0,0
"2739",56.20333,-155.83617,"171-92",1993,"07/24/199307:00",22,73,8.3,11.4,199301,199,648.2052,3.1708,35.7896,314.204,211.2737,0,1.3148,0,0,0,0,0,0,0,0,31.4745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.328,28.6904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2740",56.21367,-156.59383,"162-93",1993,"07/10/199320:00",121,176,5.1,10.3,199301,150,78.0032,37.3824,6.3906,5.4777,1.922,9.8982,1.0572,6.6308,0,1.5375,0.4805,0,0.1441,0,0,0,0,0,0,0,0,0.3843,0.0674,0,0,0,0,0,0,0,0.0962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2493,0,0,0,0,0,0,0,0
"2741",56.22317,-157.1915,"155-93",1993,"07/04/199320:00",120,115,5.5,9.3,199301,117,182.3422,152.3141,15.4261,0,1.4889,0.1146,10.1352,0,0,0,0,0,0,0,0,0.1146,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2742",56.22883,-158.28717,"142-93",1993,"07/04/199310:00",20,77,6.6,8.1,199301,115,874.227,40.5475,14.7478,629.8558,13.0501,0,78.2426,0,0,0,0,0,0,0,0,0,0.0232,0,0,0,0,0,0,0,0,0,0.0115,0,0,0,0,20.9031,0,0.8662,0,0,0,0,0,0,0,0,0,0,0,63.6797,0,1.7092,0,0,0,1.6745,0,0,0,0,0,0,0,0,0,0,0,0
"2743",56.23083,-157.361,"153-93",1993,"07/06/199316:00",120,150,5.5,9.2,199301,133,89.9656,51.1045,7.0894,2.7184,9.5685,0,12.9936,0,0,0,0,0,0,0,0,0,0.0218,0,0,0,5.6542,0,0,0,0,0,0.0326,0,0.0326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2718,0,0,0,0,0,0,0,0
"2744",56.253,-158.16667,"143-94",1993,"07/04/199314:00",120,119,6.4,9.3,199301,116,544.5595,234.5697,9.609,98.465,27.9331,0,135.4766,0,0.8381,0,12.4581,0,0.3492,0,0,0.1398,0.5586,0,0.1398,0,0,0,0,0,0.9776,0,0.0699,0,0,0,0,18.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2745",56.25383,-157.63617,"150-94",1993,"07/06/199311:00",120,130,5.8,9.1,199301,131,88.3705,65.8908,3.2857,0.591,0.4138,0,8.0368,0,0,0,0,0,0,0,0,0.3546,0.0117,0,0,0,0,0,0,0.0237,0,0,0.0117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2363,0,0,0,0,0,0,0,0
"2746",56.25617,-135.49683,"417-94",1993,"08/05/199318:00",250,209,5.1,12.4,199309,59,95.2665,8.6341,0,1.004,1.3052,1.2047,0,2.3092,1.4557,64.8564,0,2.2087,0,0,0,0,0,0,0,0,0,0,0.1104,0,0,0,0,0,0,0,0.9537,0,0,0,0,0.3515,0,10.0899,0,0,0,0,0,0.4015,0,0,0,0,0.0301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2747",56.25783,-156.30067,"166-94",1993,"07/10/199317:00",220,273,5.4,10.1,199301,149,74.8995,29.73,4.2339,5.6385,3.9981,1.4352,1.1278,1.4659,19.1708,0,2.1017,0,0,0,0,0,0.1026,0,0,1.6915,1.8454,0,0,0,0,0,0.0206,0.0206,0.5639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2748",56.27467,-155.31317,"178-94",1993,"07/24/199311:00",22,40,9.3,9.4,199301,200,39.0832,0,33.7164,0,0,0,0,0,0,0,0,0,0,0,0,0.1937,0,0,0,0,0,0,0,0.0387,0,0.0194,0,0,0,0,0,0,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2749",56.28,-154.50533,"188-94",1993,"07/20/199321:00",22,88,6.1,11,199301,194,122.7147,22.0332,14.7099,6.2428,31.8433,28.5383,3.7771,0.2938,0,0,0,0,1.9409,0,0,9.3905,0,0,0,0,0,0,0,0,0.9442,0,0,0,0,0,0,0,0,1.1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2750",56.286,-156.793,"160-95",1993,"07/07/199310:00",21,102,6.1,9,199301,136,21.2868,5.1989,3.0713,0.9628,2.6476,0,0.1925,0,0,0,0,0,0,0,0,0.8184,0,0,0,0,0,0.0964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6739,0,0,0,0,0,0,0,0,0,0,0,0,0
"2751",56.30217,-155.6555,"173-95",1993,"07/09/199310:00",22,71,6.5,10.3,199301,147,256.0732,3.0307,45.7111,0.4011,116.1052,0,0,0,0,0,0.0088,0,0,0,0,73.1397,0,0,0,0,3.0754,0,0,0,0,0,0,0,0,0,0,0,14.1733,0,0,0,0,0,0,0,0.0892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2752",56.30233,-135.482,"418-95",1993,"08/05/199320:00",150,194,5.2,12.5,199309,60,131.4542,4.9771,0,0.722,0,3.227,0,6.1258,1.2579,88.6609,0.0219,1.8049,0,0,0,0,0,0,0,0,0,0,0.2735,0,0,0,0,0,0,0,0.2187,0,0,0,0,2.3518,0,12.7441,0,0,0,0,0,3.1723,0,0,0,0,0.0547,0,0,0,0,0.1531,4.9771,0,0,0,0,0,0.2735,0,0,0
"2753",56.305,-152.73067,"209-95",1993,"07/25/199312:00",330,349,4.6,12,199301,207,133.3658,8.6613,0,5.0839,0,1.2237,0,8.2848,7.9083,0.3765,0,1.5064,0,0,0,0,0,0,0,1.4122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.4388,0,0,0,0,0,0,0,32.0095,0,0,0,0,0,0,0,0,0,0,0,0,13.9336,0,0,0,0,0,0,0,0
"2754",56.311,-157.226,"155-95",1993,"07/06/199318:00",120,161,5.2,8.9,199301,134,62.2672,27.1014,8.0867,1.1475,9.726,0.1202,13.8238,0,0,0,0,0,0,0,0,0,0.0108,0,0,0,0,0,0,0,0.4917,0,0.0108,0.0219,0.2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2513,0,0,0,0,0,0,0,0
"2755",56.31117,-158.39483,"141-95",1993,"07/05/199307:00",20,37,7.2,9.7,199301,126,279.2276,12.848,12.2423,129.663,13.4343,0,24.1328,0,0,0,0,0,0.5374,0,0,6.5949,0.0097,0,0,0,0,0,0,0,0,0.0978,0,0,0,0,0,5.0317,9.2329,0,0,0,0,0,0,0,0.2247,0,0,0,0,47.3377,0.0097,1.4656,0,0,0,4.2012,0,0,0,0,0,0,0,0,0,0,0,0
"2756",56.33233,-157.08783,"157-96",1993,"07/11/199312:00",120,174,5,10.3,199301,152,141.6293,18.2984,5.2644,73.9438,0,0.0188,20.832,0,0,0,1.2199,0,0,0,0,0.047,0.0093,0,0,0,0,0.047,0,0,0,0,0.0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2844,0,0,0,0,0,0,0,0
"2757",56.3515,-155.48217,"176-96",1993,"07/11/199310:00",22,59,6.4,11.3,199301,156,112.8324,0,74.8276,0,1.6966,0,0,0,0,0,0,0,0,0,0,12.4031,0,0,0,0,0,0,0,0,0,0.0235,0,0,0,0,0,10.7766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2758",56.35767,-155.87167,"171-96",1993,"07/23/199314:00",121,165,5.6,12.2,199301,197,779.57,563.8238,5.7306,0.1646,29.2953,15.2487,13.6596,12.968,3.4169,117.2554,0,0,0,0,0,0,0,0.7822,0.173,0,0,0,0,0,1.4821,0,0,0,0,0,0.4941,0,0,0,0,0.3129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2058,0,0,0,0,14.31,0,0,0
"2759",56.37833,-157.67617,"149-97",1993,"07/05/199318:00",120,172,5.5,8.9,199301,129,376.4294,255.5442,37.5576,14.5304,27.5338,0.8633,30.3031,1.2635,0,0,1.9478,0,0.9476,0,0,0,0.137,0,0,0.3686,0,0,0,0,0,0,0.2632,0,0,0,0,0,0,0,1.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1059,0,0,0,0,0,0,0,0
"2760",56.402,-157.795,"148-97",1993,"07/05/199315:00",120,240,5.4,9.2,199301,128,282.4959,61.4838,5.5595,73.656,99.9252,0,31.8174,0,0,0,1.9249,0,0,0,0,0.2264,1.6985,0,0,2.0946,0,0,0,0,0.2037,0.0112,0.1133,0.0452,0.2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2831,0,0,0,0,0,0,0,0
"2761",56.40317,-154.43167,"188-97",1993,"07/20/199318:00",22,35,10.2,10.2,199301,193,199.7941,0,14.4325,132.5772,17.2927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3932,1.9801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3321,0,0,0.1319,0.0264,0,0,0,0,0,0,0,0,0,0,0,0
"2762",56.41233,-156.91167,"158-97",1993,"07/11/199313:00",120,121,5.1,10.7,199301,153,441.2125,383.3102,16.5323,0.2575,33.9918,0,1.8025,0.7727,0,0,0,0,0,0,0,0.3863,0,0,0,0,0,0,0,0,3.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2763",56.42483,-158.03467,"145-98",1993,"07/05/199311:00",120,187,5.5,9.6,199301,127,432.08,101.7412,15.2145,168.8806,77.5286,0,52.729,0,0,0,5.8359,0,0,0,0,0,2.0648,0,0,0,1.7931,0,0,0,0.1629,0,0.0978,0.087,0.0762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2764",56.43217,-154.20267,"191-98",1993,"07/20/199317:00",22,42,9.6,9.6,199301,192,55.1622,0,13.1065,0,0,0,0,0,0,0,0,0,0,0,0,0.4109,0,0,0,0,0,0,0,0,0,0.0328,0,0,0,2.4241,0,13.3119,4.1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2765",56.44,-135.25283,"420-98",1993,"08/06/199313:00",150,119,6,12.2,199309,63,24.7693,10.2218,11.4515,0.2221,0,0.1186,0,0,0,0,0,0,0,0,0,2.2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2766",56.444,-155.43983,"176-98",1993,"07/23/199311:00",22,51,8.8,10.9,199301,196,101.7879,0.4896,13.5681,0,4.4065,0,0,0,0,0,0,0,0,0,0,35.0355,0,0,0,0,0,0,0,0,0,0.1415,0,0,0,0,0,40.7477,3.9714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9912,0,0,0.2502,0,0,0,0,0,0,0,0,0,0,0,0,0
"2767",56.4535,-155.52117,"175-98",1993,"07/11/199311:00",22,70,6.1,10.8,199301,157,131.3965,4.0865,17.3964,0.0234,47.636,0,0.1169,0,0,0,0,0,0.4088,0,0,26.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3918,0,0,0,0,0,0,0,0.2919,0,0,0,0,0,0,0.9925,0,0,0,0.4088,0,0,0,0,0,0,0,0,0,0,0,0
"2768",56.46,-135.6355,"416-99",1993,"08/06/199308:00",250,209,5.2,13.4,199309,61,53.0099,10.0411,0,7.685,0,0.1346,0,0.5048,0,28.4402,0.8751,0.8639,0,0,0,0,0,0,0,0.1459,0,0,0.258,0,0,0,0,0,0,0,0.0673,0,0,0,0,0.0448,0,2.5243,0,0,0,0,0,1.4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2769",56.4635,-158.28817,"142-98",1993,"07/04/199307:00",20,31,7.7,-9999,199301,114,126.5091,0,30.2485,0,18.8758,0,0,0,0,0,0,0,0,0,0,57.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0414,0,0,0,0.0355,0,0,0,0,0,0,0,0,0,0,0,0
"2770",56.47467,-155.6945,"173-99",1993,"07/09/199307:00",121,119,5.2,10.9,199301,146,640.362,458.2556,8.418,1.4233,35.3293,52.0639,19.0932,22.1126,0,0.0406,0,0,0,0,0,0,0,0,2.5926,0,4.2801,0,0,0,0,0,0,0,0,0,0,33.7536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9992,0,0,0
"2771",56.48167,-153.0295,"206-99",1993,"07/26/199307:00",31,62,6.5,11.3,199301,209,63.8333,0.7767,40.2424,0,0.0208,0,0,0,0,0,0,0,0,0,0,8.3882,0,0,0.0621,0,6.1099,0.0208,0,0,0,0.0103,0,0,0,3.8835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2772",56.48717,-156.53883,"163-99",1993,"07/08/199315:00",121,203,4.9,10.1,199301,143,59.1519,30.0386,0,5.1959,10.1482,0.9742,3.6939,0.9742,1.0555,0.4546,3.7184,0,0,0,0,0,0.0813,0,0,0,0,0,0,0,0,0,0.0081,0.0081,0.1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5196,0,0,0,0,0,0,0,0
"2773",56.4875,-155.34633,"177-99",1993,"07/11/199308:00",22,57,9,10.5,199301,155,71.4118,0,39.4237,0,0.0636,0,0,0,0,0,0,0,0,0,0,16.0155,0,0.6152,0,0,0,0,0,0,0,0.0105,0,0,0,0,0,6.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2774",56.54433,-152.67833,"209-100",1993,"07/26/199310:00",31,84,6.5,12.4,199301,210,516.5262,0.0552,3.2666,0,0.3864,0,0,0,0,27.5904,0,0,0,0,0,5.5732,0,0,354.3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0791,0,0,0.2207,27.7559,0.1654,0,0,1.8871,1.6555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5984,0,0,0
"2775",56.55833,-155.4505,"176-101",1993,"07/23/199308:00",22,77,7.2,10.6,199301,195,321.1391,62.3536,35.3673,0,88.6363,32.7691,78.6127,7.7606,0,0,0,0,0.4693,0,0,1.0059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5029,0,0,0,0,0,0,2.0114,6.2019,0,0,0,0,0,0,0,0,0,0,0.8381,0,0,0,0,0,0,0,0,1.7601,0,0,0
"2776",56.56767,-156.7805,"160-101",1993,"07/11/199316:00",121,113,5.5,10.8,199301,154,180.4913,126.1242,14.3679,0,23.5474,5.7306,1.667,8.1269,0,0,0,0,0,0,0,0.1562,0,0,0,0,0,0.1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2777",56.58017,-156.53383,"163-101",1993,"07/08/199313:00",121,185,4.9,10.1,199301,142,38.9946,18.2963,1.7922,3.0025,6.521,1.642,0.9383,1.4074,0,0.1876,4.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2778",56.587,-151.86017,"220-102",1993,"07/25/199318:00",330,368,-9999,12.7,199301,209,203.4227,25.6175,0,0.3908,0,1.3395,0,2.7348,0,1.228,0,11.274,0,0,0,0,0,0,0,0.2232,0,0,1.2949,0,0.7255,0,0,0,0,0,0,0,0,0,77.5784,0,0,0,0,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.09,0,0,0,0,0,0,0,0
"2779",56.59233,-156.2155,"167-102",1993,"07/08/199317:00",220,252,5.2,10.8,199301,144,60.4829,32.542,0,3.9366,0,0,2.0121,0.7872,8.4853,0,7.7857,0,0,0,0,0,0.0876,0,0,4.0677,0,0,0,0,0,0.0087,0.0176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2780",56.5965,-156.59533,"162-101",1993,"07/11/199318:00",121,155,4.9,11.8,199301,155,174.5769,130.1065,3.3684,0,16.4823,5.4596,5.0477,4.4295,0,0.6695,2.4723,0,0,0,0,0,0,0,0,0,3.0905,0.1031,0,0,1.4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2781",56.60117,-151.8215,"220-102",1993,"07/25/199316:00",330,488,4,12.9,199301,208,60.8318,1.6664,0,1.2116,0,0,0,20.7521,10.3002,0,0,8.1797,0,0,0,0,0,0,0,0.2424,0,0,1.0606,0,0,0,0,0,0,0,0,0,0,0,0.909,0,0,0,0,0,0,0,16.2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2782",56.60933,-135.759,"414-102",1993,"08/06/199317:00",250,216,5.3,14.2,199309,65,68.1523,21.0829,0,15.3698,2.2246,0.2628,0,0.2831,0.4044,4.1457,5.4097,3.1345,0,0,0,0,0,0,0,0,0,0,0.0606,0,0,0,0,0,0,2.2752,0.2731,0,0,0,0,0.0506,0,0.4044,0,0,0,0,0,12.5384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2783",56.62433,-157.8085,"148-102",1993,"07/06/199307:00",20,33,7.7,9.7,199301,130,79.462,0.2896,36.1327,27.7332,1.2311,0,0,0,0,0,0,0,0,0,0,11.7305,0,0,0,0,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0.2171,0,0,0,0,0,0,0,0,0,0,0,0.9412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2784",56.63467,-155.44517,"176-102",1993,"07/22/199321:00",121,135,5.8,10.9,199301,194,1451.7264,1411.7349,0,0,0,7.1384,16.5954,16.2577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2785",56.64367,-157.10033,"156-103",1993,"07/07/199316:00",20,172,5.8,9.6,199301,138,51.9671,16.0362,1.5953,12.5283,0,0,12.7789,0,0,0,1.4199,0,0,0,0,0.2506,0.0168,0,0,0.0083,3.3409,0,0,0,0,0.0083,0.1252,0.0083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7934,0,0,0,0,0,0,0,0
"2786",56.65233,-152.6285,"210-102",1993,"07/26/199314:00",130,113,5.8,13.3,199301,211,352.3259,208.4396,3.2012,0.6237,1.8709,98.1136,6.496,12.6279,6.0281,6.7558,0,0,0,0,0,0.052,0,0,2.9102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1054,0,0,0
"2787",56.66867,-156.784,"160-103",1993,"07/07/199314:00",121,141,5.3,9.8,199301,137,47.1756,30.6489,0.6744,1.1574,3.2713,0.2516,6.0894,0,0,0,0,0,0,0,0,0.2516,0.01,0,0.0604,0,2.1136,0,0,0,0.1007,0,0.1509,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2788",56.683,-156.2705,"166-103",1993,"07/12/199314:00",121,194,4.9,11.7,199301,158,114.0201,67.7865,17.9818,1.8538,9.1454,2.1009,4.9435,2.3481,0.4572,0.9888,2.8426,0,0.2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2789",56.68733,-155.91333,"171-104",1993,"07/08/199319:00",220,291,5.3,11.1,199301,145,27.3418,4.8288,2.6067,2.3911,0,0.5158,2.1097,0,4.5944,0,4.0787,0,0,0,0,0,0.0093,0,0,5.3446,0,0,0,0,0,0,0,0.0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2790",56.70567,-157.46733,"152-104",1993,"07/07/199319:00",20,62,6.8,9.4,199301,139,412.1775,16.9368,0.3054,335.3321,14.5306,0,9.6254,0,0,0,0.0092,0,1.1106,0,0,10.9674,0,0,0,0,2.0824,0,0,0,0,0,0,0,0,0,0,7.0802,5.4142,0,0,0,0,0,0,0,0,0,0,0,0,7.0802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
